o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
433286,9892,F,361936.90,1993-11-17,1-URGENT,"Clerk#000000244",0,hs boost across the accounts. accounts haggle blithely above the dogged
433287,7823,O,28779.67,1996-01-22,4-NOT SPECIFIED,"Clerk#000000069",0,ously above the slyly 
433312,9119,O,28551.56,1997-12-03,4-NOT SPECIFIED,"Clerk#000000977",0,"ess accounts. regular deposits are. express, regular realms along t"
433313,3301,F,170250.85,1992-03-02,4-NOT SPECIFIED,"Clerk#000000354",0, always final accounts are until the instructions. blithely even excu
433314,5920,F,82859.10,1992-03-21,4-NOT SPECIFIED,"Clerk#000000559",0,ke against the express instruc
433315,5530,F,217815.58,1994-06-27,4-NOT SPECIFIED,"Clerk#000000360",0,"theodolites. bold packages sleep even, unusual ideas. furiously fin"
433316,5842,F,44825.19,1992-04-18,4-NOT SPECIFIED,"Clerk#000000404",0,"ss deposits haggle pending, regular packages. final requests wake. slyly fina"
433317,7630,F,101519.19,1994-09-10,3-MEDIUM,"Clerk#000000149",0, pearls dazzle: dependencies boost near the slyly ironic du
433318,80,O,161386.25,1995-07-04,5-LOW,"Clerk#000000659",0,uriously blithely iron
433319,12706,F,168612.80,1993-09-08,3-MEDIUM,"Clerk#000000349",0,ccording to the furiously unusual accounts integrate along the furiously sile
433344,6509,O,290208.22,1997-10-07,2-HIGH,"Clerk#000000001",0,ickly even dependencies
433345,8794,F,220926.34,1994-03-21,3-MEDIUM,"Clerk#000000483",0,"final, regular requests are quickly along the caref"
433346,6959,F,33155.41,1992-07-25,2-HIGH,"Clerk#000000311",0,s was across the fluffily final packages-- quickly ironic depende
433347,3962,F,80765.77,1993-02-09,1-URGENT,"Clerk#000000744",0,ages boost quickly. pend
433348,758,O,133242.61,1996-09-18,5-LOW,"Clerk#000000086",0, above the stealthy ideas. blithely ironic ideas nag against the blit
433349,12136,O,174230.19,1996-09-09,4-NOT SPECIFIED,"Clerk#000000144",0,theodolites do unwind blithely about the iron
433350,1927,O,82107.92,1996-07-16,2-HIGH,"Clerk#000000051",0,equests cajole blithely idle dependen
433351,11621,O,255481.81,1997-07-03,1-URGENT,"Clerk#000000529",0,blithely silent instructions. slyly express patter
433376,9664,F,131452.33,1993-12-28,3-MEDIUM,"Clerk#000000401",0,affix furiously furiously regular fox
433377,919,F,36452.64,1994-01-02,4-NOT SPECIFIED,"Clerk#000000351",0,the regular ideas. blithely final grouches breach about the express inst
433378,11143,O,198672.56,1996-05-13,4-NOT SPECIFIED,"Clerk#000000844",0,o the final foxes. carefully regular accounts i
433379,4831,O,248007.15,1996-09-18,4-NOT SPECIFIED,"Clerk#000000967",0,boost above the bold packages. regular asymptotes haggle. blithely even
433380,9850,O,367470.84,1997-11-12,2-HIGH,"Clerk#000000689",0,arefully enticingly special accounts. exc
433381,7321,F,109126.07,1993-11-08,2-HIGH,"Clerk#000000109",0,he busily furious ideas. regular ideas are 
433382,5644,F,75141.44,1993-11-14,1-URGENT,"Clerk#000000726",0,ole doggedly along the blithely final instructions. furiously bo
433383,9739,O,67222.06,1995-11-04,3-MEDIUM,"Clerk#000000277",0,e quickly fluffily unusual packages. idly fin
433408,12403,O,175564.97,1997-04-21,4-NOT SPECIFIED,"Clerk#000000149",0,l foxes. quickly regular deposits into the unusual requests boost bl
433409,13835,O,38082.31,1995-12-04,5-LOW,"Clerk#000000773",0, tithes. express asympt
433410,8896,O,21695.64,1997-07-31,2-HIGH,"Clerk#000000188",0,ithely. express foxes sleep carefully slyly permanent account
433411,2452,F,40869.78,1992-10-15,3-MEDIUM,"Clerk#000000548",0,atelets cajole furiously unusual requests. slyly regular excu
433412,11479,P,88125.16,1995-05-05,5-LOW,"Clerk#000000166",0,ages. blithely ironic 
433413,2425,P,108780.57,1995-05-26,1-URGENT,"Clerk#000000086",0,instructions against the 
433414,12938,F,61790.55,1994-10-15,4-NOT SPECIFIED,"Clerk#000000149",0,ffily silent ideas cajole blithely furi
433415,3553,F,205701.11,1993-02-20,2-HIGH,"Clerk#000000129",0,arefully slyly special dependencies. furiously regular accounts na
433440,8078,F,34187.55,1994-08-20,4-NOT SPECIFIED,"Clerk#000000535",0,? furiously sly requests across the closely even dolphins integr
433441,8021,F,246113.58,1992-08-13,1-URGENT,"Clerk#000000677",0,bold foxes. fluffily 
433442,5803,F,119220.65,1994-09-14,2-HIGH,"Clerk#000000940",0,into beans across the silent depths engage furiously pending theodolit
433443,10363,F,169941.96,1993-07-01,3-MEDIUM,"Clerk#000000126",0,ffix carefully blithely ironic requests. even packages play alongside of the
433444,5102,F,222012.51,1992-09-20,3-MEDIUM,"Clerk#000000560",0,ly unusual theodolites around the carefully final
433445,8578,F,228461.81,1995-02-22,1-URGENT,"Clerk#000000468",0,"ans nag. furiously ironic deposits cajole slyly above the ironic, pending "
433446,12637,F,77148.30,1992-01-01,2-HIGH,"Clerk#000000107",0,etly across the thin packages. bold accounts across the fluf
433447,2203,F,32160.63,1993-12-25,1-URGENT,"Clerk#000000001",0,thely. furiously even requests sleep quickly 
433472,8930,O,26273.69,1996-01-24,4-NOT SPECIFIED,"Clerk#000000231",0,. slyly bold ideas against the ideas affix blithely blithely spe
433473,6110,F,247988.21,1993-11-13,5-LOW,"Clerk#000000113",0,requests. final foxes shall haggle enticingly against the idea
433474,13987,O,202968.49,1996-10-19,1-URGENT,"Clerk#000000738",0,. platelets sleep slyly. frays wake slyly slyly unusu
433475,11611,P,125871.03,1995-03-22,2-HIGH,"Clerk#000000090",0,. silent packages nag fluffily special theodolites. furiously regular th
433476,242,F,262633.36,1992-05-16,5-LOW,"Clerk#000000683",0,olphins play furiously along the quickly p
433477,787,F,149279.51,1994-12-20,2-HIGH,"Clerk#000000525",0,ously bold sheaves promise quickly above the sly
433478,4633,O,32394.90,1996-09-26,3-MEDIUM,"Clerk#000000176",0,ickly. slyly regular platelets cajole quickly regular somas. caref
433479,2303,O,186622.29,1998-05-07,5-LOW,"Clerk#000000683",0,ackages sleep about the 
433504,4160,O,46801.56,1998-06-13,5-LOW,"Clerk#000000771",0,the fluffily final instru
433505,3100,F,134014.11,1994-07-20,2-HIGH,"Clerk#000000111",0,quickly silent foxes use above the blithel
433506,12271,F,119305.79,1993-05-29,4-NOT SPECIFIED,"Clerk#000000218",0,ng to the packages? furiously regular ins
433507,8378,F,190390.44,1992-10-11,5-LOW,"Clerk#000000231",0,nic foxes believe about the
433508,2806,O,92303.13,1997-12-01,3-MEDIUM,"Clerk#000000112",0,"ly pending deposits kindle. ironic, unusual packages wake quickly pendin"
433509,12124,F,178588.91,1992-06-20,1-URGENT,"Clerk#000000056",0,he depths. express asymptotes 
433510,1753,O,276550.16,1998-02-01,3-MEDIUM,"Clerk#000000015",0,"of the special, regular accou"
433511,14891,O,121672.75,1995-10-28,3-MEDIUM,"Clerk#000000062",0,r the blithely regular deposits. final packages use final 
433536,9253,O,57353.18,1996-09-16,1-URGENT,"Clerk#000000259",0,tions haggle quickly after the slyly even r
433537,8102,O,164615.11,1997-11-09,4-NOT SPECIFIED,"Clerk#000000056",0,nal requests. regular courts about th
433538,2431,O,163696.76,1996-07-15,2-HIGH,"Clerk#000000028",0,hogs use above the final dependencies. carefully pending theodoli
433539,10021,F,80579.66,1992-02-16,1-URGENT,"Clerk#000000337",0,e slyly. blithely ironic hockey players outside the blithely even packag
433540,7151,O,199956.28,1996-11-15,5-LOW,"Clerk#000000581",0,y careful pinto beans would wake furio
433541,2588,O,24100.47,1996-05-08,3-MEDIUM,"Clerk#000000037",0,epitaphs haggle slyly quickly pending packages. fur
433542,5461,O,152342.65,1997-02-09,1-URGENT,"Clerk#000000996",0,. carefully regular dependencies cajole carefully. ironic foxes except the 
433543,11993,F,296752.15,1995-02-20,3-MEDIUM,"Clerk#000000941",0,xes use. blithely final dolphins wake blithely. permanently pen
433568,5264,O,12540.31,1997-06-17,1-URGENT,"Clerk#000000078",0,es nag across the decoys. depos
433569,8737,F,4458.91,1994-10-09,4-NOT SPECIFIED,"Clerk#000000748",0,s. furiously express tithes sleep after the pending 
433570,1714,F,215268.48,1993-05-10,3-MEDIUM,"Clerk#000000276",0,leep around the stealthily silent pinto 
433571,13850,F,42611.42,1992-02-04,3-MEDIUM,"Clerk#000000997",0,slyly. daringly bold i
433572,1292,F,112781.29,1994-10-04,5-LOW,"Clerk#000000549",0,nts among the even platelets wake bravely slyly special pint
433573,9598,O,166069.46,1996-12-08,3-MEDIUM,"Clerk#000000957",0,"ites above the even, even instructions are furiously alongside of"
433574,8021,F,118084.62,1995-01-19,2-HIGH,"Clerk#000000853",0,"s boost. even, ruthless packages cajole ironic,"
433575,11338,F,49005.35,1992-07-09,1-URGENT,"Clerk#000000496",0,"; regular, bold deposits boost express excus"
433600,11248,F,85731.51,1993-06-01,3-MEDIUM,"Clerk#000000649",0,ke. slyly bold accounts sle
433601,2638,O,247884.90,1996-10-21,2-HIGH,"Clerk#000000317",0, beans. furiously ironic theodolites alongside of th
433602,8921,O,203278.54,1996-05-27,1-URGENT,"Clerk#000000152",0,nag carefully about the furiously i
433603,1198,F,5320.52,1992-07-01,3-MEDIUM,"Clerk#000000216",0,"ests might boost among the stealthily final deposits. unusual, special orb"
433604,12362,O,141956.93,1997-02-19,1-URGENT,"Clerk#000000286",0,etect. silent pinto beans are. slyly ironic re
433605,1880,F,136250.01,1994-07-25,4-NOT SPECIFIED,"Clerk#000000627",0," regular, ironic deposits cajole slyly: ca"
433606,4645,F,158462.62,1993-10-09,1-URGENT,"Clerk#000000305",0,tructions are furiously boldly regular re
433607,2885,O,208771.85,1997-12-08,4-NOT SPECIFIED,"Clerk#000000321",0,lithely special deposits after 
433632,325,F,13732.51,1992-09-17,3-MEDIUM,"Clerk#000000024",0,en requests. blithely special packages are slyly. quickly busy
433633,3106,O,193477.10,1996-03-30,1-URGENT,"Clerk#000000985",0,pendencies play bravely regular attainments. care
433634,10345,F,113582.32,1992-03-04,2-HIGH,"Clerk#000000273",0,"ully silent deposits. instructions grow. ironic, unusual "
433635,14590,F,253222.87,1992-02-12,3-MEDIUM,"Clerk#000000123",0,quickly according to the asymptotes. slowly unusu
433636,7577,F,225910.24,1993-04-23,4-NOT SPECIFIED,"Clerk#000000723",0,"c, close courts. blithely fina"
433637,6316,F,250288.78,1994-07-19,1-URGENT,"Clerk#000000363",0, about the blithely final ideas d
433638,12127,F,253774.62,1992-12-28,5-LOW,"Clerk#000000744",0,ing deposits. slyly exp
433639,13210,F,117126.64,1992-03-24,4-NOT SPECIFIED,"Clerk#000000308",0,". pending, express packages wake slyly blithely special instructions. slyly "
433664,8845,O,214226.58,1998-02-04,1-URGENT,"Clerk#000000231",0,ly regular instructions are carefully deposits. blithe accoun
433665,4534,O,152408.93,1997-06-30,1-URGENT,"Clerk#000000416",0," slyly along the unusual, pending deposits! even pac"
433666,14317,P,173266.14,1995-02-27,2-HIGH,"Clerk#000000163",0,riously even ideas. fluffily quick accounts use. slyly express packages 
433667,13807,F,49809.26,1994-09-10,5-LOW,"Clerk#000000902",0,luffily pending dolphins. 
433668,12305,F,70874.85,1994-06-25,4-NOT SPECIFIED,"Clerk#000000937",0,olites wake-- blithely ironic depen
433669,8659,F,231475.43,1994-03-10,2-HIGH,"Clerk#000000457",0,structions kindle. regular
433670,965,O,39973.77,1997-09-04,2-HIGH,"Clerk#000000613",0,pitaphs are quickly bold foxes. blithely even theodolites nod blithely care
433671,10505,O,60852.35,1997-05-21,2-HIGH,"Clerk#000000338",0,ross the furiously final ide
433696,8630,O,43328.93,1996-05-03,2-HIGH,"Clerk#000000154",0,ial requests wake regularly. quickly even ideas haggle furiously ironic pa
433697,5356,F,354566.60,1993-06-23,2-HIGH,"Clerk#000000017",0,ly final asymptotes integrate above the furiously bold 
433698,10246,O,105180.83,1995-06-03,4-NOT SPECIFIED,"Clerk#000000427",0,"slyly even deposits. regular platelets are blithely. bold, regular reques"
433699,926,O,205711.59,1998-01-07,5-LOW,"Clerk#000000210",0, slyly even accounts. regular requests affix. fluffily bold idea
433700,8185,F,115527.32,1993-01-21,2-HIGH,"Clerk#000000151",0, idly special requests haggle carefully
433701,3910,F,64025.65,1992-10-23,3-MEDIUM,"Clerk#000000780",0,ly silent foxes are. even packages detect blithely regular requests. c
433702,4765,O,102623.54,1997-11-12,2-HIGH,"Clerk#000000976",0,long the final foxes. blithely e
433703,13087,O,218566.34,1997-09-13,4-NOT SPECIFIED,"Clerk#000000056",0,equests impress carefully quickly ironic deposits. pi
433728,3823,F,102691.41,1993-08-21,3-MEDIUM,"Clerk#000000883",0,"after the unusual, ironic deposits. furiously special requests cajole"
433729,3535,O,146921.45,1997-07-02,5-LOW,"Clerk#000000328",0,uffily final ideas integrate after the s
433730,7642,F,172448.63,1994-04-20,3-MEDIUM,"Clerk#000000519",0,egular theodolites print carefully ironic dependen
433731,7565,O,59090.90,1996-03-24,2-HIGH,"Clerk#000000751",0,"to beans. even, ironic"
433732,8425,P,106350.28,1995-04-19,5-LOW,"Clerk#000000619",0, above the slyly bold instructions. ideas are within t
433733,1363,F,66003.98,1992-08-29,4-NOT SPECIFIED,"Clerk#000000388",0,carefully final waters wake furi
433734,12254,F,43562.04,1993-01-02,4-NOT SPECIFIED,"Clerk#000000042",0,"ing, ironic hockey players; ironic requests after th"
433735,6817,O,30553.48,1996-06-15,1-URGENT,"Clerk#000000828",0,xpress packages. boldly ironic packages detect carefully ironic deposits. 
433760,2794,F,225097.02,1994-08-03,2-HIGH,"Clerk#000000038",0,sts cajole blithely. bli
433761,649,O,124485.82,1997-09-10,1-URGENT,"Clerk#000000433",0,ntly bold pinto beans use slyly about the foxes. ideas engage. furiously
433762,13198,O,223354.59,1997-10-31,4-NOT SPECIFIED,"Clerk#000000916",0,"final, regular platelets nag quickly? slowly quick pint"
433763,9338,F,212045.96,1993-02-27,3-MEDIUM,"Clerk#000000798",0,ackages. carefully ironic
433764,13699,O,135171.99,1997-04-21,1-URGENT,"Clerk#000000040",0,ns nag during the f
433765,9775,O,150896.98,1996-06-18,4-NOT SPECIFIED,"Clerk#000000937",0,e the fluffily bold packages. blithely regular sheaves use. fluff
433766,3388,O,217486.95,1996-02-08,5-LOW,"Clerk#000000830",0,"press pinto beans boost after the quietly final excuses. regular, express r"
433767,2194,F,191449.38,1992-03-30,1-URGENT,"Clerk#000000559",0,sleep carefully carefully
433792,3926,F,139950.83,1994-10-20,4-NOT SPECIFIED,"Clerk#000000858",0,s sleep furiously even pains. qu
433793,12988,F,210083.13,1995-01-12,5-LOW,"Clerk#000000290",0, cajole quickly after the furiously 
433794,4435,F,59928.61,1994-12-07,4-NOT SPECIFIED,"Clerk#000000341",0,"sy, even foxes play blithely final packages. quickly unusual dolphins"
433795,11627,F,119262.53,1993-03-11,1-URGENT,"Clerk#000000439",0,he deposits. careful
433796,14062,F,16681.02,1992-06-04,4-NOT SPECIFIED,"Clerk#000000331",0, foxes kindle careful
433797,12112,F,241676.49,1992-10-03,5-LOW,"Clerk#000000969",0, the even deposits. furiously bold accounts sleep final ideas. furiously unusu
433798,6733,O,221383.00,1997-08-02,5-LOW,"Clerk#000000717",0,"ckages. express, regular packages doze along the carefully expr"
433799,2119,F,200474.22,1992-06-05,2-HIGH,"Clerk#000000020",0,usly. deposits use carefully across the slyly blithe packages. carefully u
433824,8935,F,208055.84,1993-12-16,4-NOT SPECIFIED,"Clerk#000000006",0,o beans breach. quickly final instructions af
433825,3841,O,144007.78,1996-01-05,5-LOW,"Clerk#000000957",0,ly final notornis. expre
433826,10048,F,103729.67,1993-05-14,5-LOW,"Clerk#000000894",0, stealthy foxes use. blithely daring deposits
433827,10423,P,76847.66,1995-04-24,1-URGENT,"Clerk#000000600",0,. carefully ironic deposits above the blithely final dependencies cajole furi
433828,14866,F,27546.43,1994-06-05,5-LOW,"Clerk#000000224",0," final, pending theodolites. slyly silent pearls nod. fi"
433829,13078,F,91890.32,1992-06-05,3-MEDIUM,"Clerk#000000289",0,efully express packa
433830,4688,O,43972.06,1996-02-10,1-URGENT,"Clerk#000000588",0,ages. deposits wake slyly ca
433831,11275,F,10249.11,1995-01-24,2-HIGH,"Clerk#000000416",0,slyly ironic ideas. ironic requests affix
433856,214,O,179822.81,1995-06-21,2-HIGH,"Clerk#000000784",0,ng requests along the slyly ironic instructions are instructions. som
433857,5824,P,187563.23,1995-04-21,4-NOT SPECIFIED,"Clerk#000000780",0, boost alongside of the iron
433858,638,O,174178.57,1996-05-19,4-NOT SPECIFIED,"Clerk#000000878",0, final foxes are between th
433859,14761,O,152307.64,1996-12-28,5-LOW,"Clerk#000000692",0,ic requests wake slyly. silent accounts wake blithely according to 
433860,10972,O,214121.06,1996-12-14,5-LOW,"Clerk#000000402",0,riously across the carefully unusual packages. express accounts are quickly p
433861,9001,F,222926.30,1993-01-31,2-HIGH,"Clerk#000000595",0,"d the regular, special theo"
433862,9166,F,115674.70,1992-08-07,3-MEDIUM,"Clerk#000000636",0," express deposits haggle furiously regular, unusual "
433863,1996,F,216416.10,1994-04-19,4-NOT SPECIFIED,"Clerk#000000629",0,"s detect idly ironic deposits. regular, unusual platelets are fluffil"
433888,4609,F,143256.25,1992-04-28,2-HIGH,"Clerk#000000762",0,furiously special foxes. e
433889,5839,O,39275.80,1995-06-11,4-NOT SPECIFIED,"Clerk#000000845",0,y regular instructions. furiously even pinto beans h
433890,6406,F,147848.58,1994-12-20,5-LOW,"Clerk#000000666",0, the express accounts. quickly ironic deposits nag furiously bold inst
433891,8245,F,250293.38,1993-05-02,1-URGENT,"Clerk#000000259",0,et foxes? furiously regular requests use furiously 
433892,4726,F,73075.55,1993-05-30,2-HIGH,"Clerk#000000114",0,requests. special theodolites solve ironic frays. blithely bold
433893,10138,F,39043.68,1995-02-26,2-HIGH,"Clerk#000000236",0,ly regular requests wake blithely. regu
433894,5239,F,111287.21,1994-11-17,4-NOT SPECIFIED,"Clerk#000000807",0,"e slyly pending, final theodolites. depo"
433895,1321,F,207160.33,1994-01-14,1-URGENT,"Clerk#000000914",0,ven escapades wake ironic platelets. even
433920,9044,F,168571.05,1993-10-11,5-LOW,"Clerk#000000898",0,ul depths about the regularly special i
